metabolite	uloq	lloq	value	date	time_pretty	location	below_lloq	above_uloq	extraction	machine	metabolite_group
Hydrocodone	2.5	0.05	0.13	FB08SEP18	7:00	3	0.0	0.0	zach	Waters_SPE2	Opioid
Hydromorphone	20.0	0.5		FB08SEP18	7:00	3			zach	Waters_SPE2	Opioid
Meperidine	20.0	0.5		FB08SEP18	7:00	3			zach	Waters_SPE2	Opioid
Methadone	20.0	2.5		FB08SEP18	7:00	3			zach	Waters_SPE2	Opioid
Naltrexone	5.0	0.05		FB08SEP18	7:00	3			zach	Waters_SPE2	Opioid
Trazodone	20.0	0.5		FB08SEP18	7:00	3			zach	Waters_SPE2	Sedative
Triazolam	20.0	0.5		FB08SEP18	7:00	3			zach	Waters_SPE2	Sedative
Zolpidem	20.0	0.5		FB08SEP18	7:00	3			zach	Waters_SPE2	Sedative
Amphetamine	5.0	0.05	1.03	FB08SEP18	7:00	3	0.0	0.0	zach	Waters_SPE2	Stimulant
Benzoylecgonine	20.0	0.05	0.79	FB08SEP18	7:00	3	0.0	0.0	zach	Waters_SPE2	Stimulant
Cocaine	20.0	0.15	0.44	FB08SEP18	7:00	3	0.0	0.0	zach	Waters_SPE2	Stimulant
MDMA	10.0	0.05		FB08SEP18	7:00	3			zach	Waters_SPE2	Stimulant
Methamphetamine	20.0	0.15	1.12	FB08SEP18	7:00	3	0.0	0.0	zach	Waters_SPE2	Stimulant
Methylphenidate	5.0	0.05	0.027000000000000003	FB08SEP18	7:00	3	1.0	0.0	zach	Waters_SPE2	Stimulant
Propoxyphene	20.0	0.5		FB08SEP18	7:30	1			zach	Waters_SPE2	Analgesic
Ketamine	10.0	0.05		FB08SEP18	7:30	1			zach	Waters_SPE2	Anesthetic
PCP	20.0	0.5		FB08SEP18	7:30	1			zach	Waters_SPE2	Anesthetic
Phentermine	5.0	0.05	1.26	FB08SEP18	7:30	1	0.0	0.0	zach	Waters_SPE2	Anorectic
Meprobamate	20.0	0.5		FB08SEP18	7:30	1			zach	Waters_SPE2	Anxiolytic
7-Aminoclonazepam	5.0	0.05		FB08SEP18	7:30	1			zach	Waters_SPE2	Benzodiazepine
7-Aminoflunitrazepam	5.0	0.05		FB08SEP18	7:30	1			zach	Waters_SPE2	Benzodiazepine
α-Hydroxyalprazolam	20.0	0.05		FB08SEP18	7:30	1			zach	Waters_SPE2	Benzodiazepine
α-Hydroxytriazolam	20.0	0.05		FB08SEP18	7:30	1			zach	Waters_SPE2	Benzodiazepine
Alprazolam	20.0	0.05		FB08SEP18	7:30	1			zach	Waters_SPE2	Benzodiazepine
Desalkylflurazepam	2.5	0.05		FB08SEP18	7:30	1			zach	Waters_SPE2	Benzodiazepine
Diazepam	5.0	0.05		FB08SEP18	7:30	1			zach	Waters_SPE2	Benzodiazepine
Flurazepam	20.0	1.25		FB08SEP18	7:30	1			zach	Waters_SPE2	Benzodiazepine
Lorazepam	20.0	0.05		FB08SEP18	7:30	1			zach	Waters_SPE2	Benzodiazepine
Midazolam	20.0	0.5		FB08SEP18	7:30	1			zach	Waters_SPE2	Benzodiazepine
Nordiazepam	20.0	0.05		FB08SEP18	7:30	1			zach	Waters_SPE2	Benzodiazepine
Oxazepam	2.5	0.05		FB08SEP18	7:30	1			zach	Waters_SPE2	Benzodiazepine
Temazepam	20.0	0.05		FB08SEP18	7:30	1			zach	Waters_SPE2	Benzodiazepine
Pseudoephedrine	20.0	0.05	5.95	FB08SEP18	7:30	1	0.0	1.0	zach	Waters_SPE2	Decongestant
Flunitrazepam	5.0	0.05		FB08SEP18	7:30	1			zach	Waters_SPE2	Hynotics
Carisoprodol	10.0	0.05		FB08SEP18	7:30	1			zach	Waters_SPE2	Muscle Relaxant
Cyclobenzaprine	20.0	1.25		FB08SEP18	7:30	1			zach	Waters_SPE2	Muscle Relaxant
6-MAM	5.0	0.05		FB08SEP18	7:30	1			zach	Waters_SPE2	Narcotic
Carfentanil	10.0	0.75		FB08SEP18	7:30	1			zach	Waters_SPE2	Narcotic
Codeine	20.0	0.05		FB08SEP18	7:30	1			zach	Waters_SPE2	Narcotic
EDDP	10.0	0.75		FB08SEP18	7:30	1			zach	Waters_SPE2	Narcotic
Fentanyl	20.0	0.5		FB08SEP18	7:30	1			zach	Waters_SPE2	Narcotic
Morphine	20.0	0.05		FB08SEP18	7:30	1			zach	Waters_SPE2	Narcotic
Naloxone	5.0	0.05		FB08SEP18	7:30	1			zach	Waters_SPE2	Narcotic
Norbuprenorphine	10.0	0.05		FB08SEP18	7:30	1			zach	Waters_SPE2	Narcotic
Norcarfentanil	10.0	0.05		FB08SEP18	7:30	1			zach	Waters_SPE2	Narcotic
Norfentanyl	5.0	0.05		FB08SEP18	7:30	1			zach	Waters_SPE2	Narcotic
Norhydrocodone	5.0	0.05		FB08SEP18	7:30	1			zach	Waters_SPE2	Narcotic
Normeperidine	20.0	0.5		FB08SEP18	7:30	1			zach	Waters_SPE2	Narcotic
Noroxycodone	5.0	0.05		FB08SEP18	7:30	1			zach	Waters_SPE2	Narcotic
O-Desmethyltramadol	10.0	0.5	0.3	FB08SEP18	7:30	1	1.0	0.0	zach	Waters_SPE2	Narcotic
Oxycodone	20.0	0.05		FB08SEP18	7:30	1			zach	Waters_SPE2	Narcotic
Oxymorphone	20.0	0.05		FB08SEP18	7:30	1			zach	Waters_SPE2	Narcotic
Sufentanil	10.0	0.5		FB08SEP18	7:30	1			zach	Waters_SPE2	Narcotic
Tapentadol	20.0	0.05		FB08SEP18	7:30	1			zach	Waters_SPE2	Narcotic
Tramadol	20.0	0.05	1.49	FB08SEP18	7:30	1	0.0	0.0	zach	Waters_SPE2	Narcotic
Buprenorphine	20.0	0.75		FB08SEP18	7:30	1			zach	Waters_SPE2	Opioid
Hydrocodone	2.5	0.05		FB08SEP18	7:30	1			zach	Waters_SPE2	Opioid
Hydromorphone	20.0	0.5		FB08SEP18	7:30	1			zach	Waters_SPE2	Opioid
Meperidine	20.0	0.5		FB08SEP18	7:30	1			zach	Waters_SPE2	Opioid
Methadone	20.0	2.5		FB08SEP18	7:30	1			zach	Waters_SPE2	Opioid
Naltrexone	5.0	0.05		FB08SEP18	7:30	1			zach	Waters_SPE2	Opioid
Trazodone	20.0	0.5		FB08SEP18	7:30	1			zach	Waters_SPE2	Sedative
Triazolam	20.0	0.5		FB08SEP18	7:30	1			zach	Waters_SPE2	Sedative
Zolpidem	20.0	0.5		FB08SEP18	7:30	1			zach	Waters_SPE2	Sedative
Amphetamine	5.0	0.05		FB08SEP18	7:30	1			zach	Waters_SPE2	Stimulant
Benzoylecgonine	20.0	0.05	2.1	FB08SEP18	7:30	1	0.0	0.0	zach	Waters_SPE2	Stimulant
Cocaine	20.0	0.15	1.26	FB08SEP18	7:30	1	0.0	0.0	zach	Waters_SPE2	Stimulant
MDMA	10.0	0.05		FB08SEP18	7:30	1			zach	Waters_SPE2	Stimulant
Methamphetamine	20.0	0.15		FB08SEP18	7:30	1			zach	Waters_SPE2	Stimulant
Methylphenidate	5.0	0.05		FB08SEP18	7:30	1			zach	Waters_SPE2	Stimulant
Propoxyphene	20.0	0.5		FB08SEP18	7:30	2			zach	Waters_SPE2	Analgesic
Ketamine	10.0	0.05	0.294	FB08SEP18	7:30	2	0.0	0.0	zach	Waters_SPE2	Anesthetic
PCP	20.0	0.5		FB08SEP18	7:30	2			zach	Waters_SPE2	Anesthetic
Phentermine	5.0	0.05	0.1	FB08SEP18	7:30	2	0.0	0.0	zach	Waters_SPE2	Anorectic
Meprobamate	20.0	0.5		FB08SEP18	7:30	2			zach	Waters_SPE2	Anxiolytic
7-Aminoclonazepam	5.0	0.05		FB08SEP18	7:30	2			zach	Waters_SPE2	Benzodiazepine
7-Aminoflunitrazepam	5.0	0.05		FB08SEP18	7:30	2			zach	Waters_SPE2	Benzodiazepine
α-Hydroxyalprazolam	20.0	0.05		FB08SEP18	7:30	2			zach	Waters_SPE2	Benzodiazepine
α-Hydroxytriazolam	20.0	0.05		FB08SEP18	7:30	2			zach	Waters_SPE2	Benzodiazepine
Alprazolam	20.0	0.05		FB08SEP18	7:30	2			zach	Waters_SPE2	Benzodiazepine
Desalkylflurazepam	2.5	0.05		FB08SEP18	7:30	2			zach	Waters_SPE2	Benzodiazepine
Diazepam	5.0	0.05		FB08SEP18	7:30	2			zach	Waters_SPE2	Benzodiazepine
Flurazepam	20.0	1.25		FB08SEP18	7:30	2			zach	Waters_SPE2	Benzodiazepine
Lorazepam	20.0	0.05		FB08SEP18	7:30	2			zach	Waters_SPE2	Benzodiazepine
Midazolam	20.0	0.5		FB08SEP18	7:30	2			zach	Waters_SPE2	Benzodiazepine
Nordiazepam	20.0	0.05		FB08SEP18	7:30	2			zach	Waters_SPE2	Benzodiazepine
Oxazepam	2.5	0.05		FB08SEP18	7:30	2			zach	Waters_SPE2	Benzodiazepine
Temazepam	20.0	0.05		FB08SEP18	7:30	2			zach	Waters_SPE2	Benzodiazepine
Pseudoephedrine	20.0	0.05	3.12	FB08SEP18	7:30	2	0.0	1.0	zach	Waters_SPE2	Decongestant
Flunitrazepam	5.0	0.05		FB08SEP18	7:30	2			zach	Waters_SPE2	Hynotics
Carisoprodol	10.0	0.05		FB08SEP18	7:30	2			zach	Waters_SPE2	Muscle Relaxant
Cyclobenzaprine	20.0	1.25		FB08SEP18	7:30	2			zach	Waters_SPE2	Muscle Relaxant
6-MAM	5.0	0.05		FB08SEP18	7:30	2			zach	Waters_SPE2	Narcotic
Carfentanil	10.0	0.75		FB08SEP18	7:30	2			zach	Waters_SPE2	Narcotic
Codeine	20.0	0.05		FB08SEP18	7:30	2			zach	Waters_SPE2	Narcotic
EDDP	10.0	0.75	0.32	FB08SEP18	7:30	2	1.0	0.0	zach	Waters_SPE2	Narcotic
Fentanyl	20.0	0.5		FB08SEP18	7:30	2			zach	Waters_SPE2	Narcotic
Morphine	20.0	0.05		FB08SEP18	7:30	2			zach	Waters_SPE2	Narcotic
Naloxone	5.0	0.05		FB08SEP18	7:30	2			zach	Waters_SPE2	Narcotic
Norbuprenorphine	10.0	0.05		FB08SEP18	7:30	2			zach	Waters_SPE2	Narcotic
Norcarfentanil	10.0	0.05		FB08SEP18	7:30	2			zach	Waters_SPE2	Narcotic
Norfentanyl	5.0	0.05		FB08SEP18	7:30	2			zach	Waters_SPE2	Narcotic
Norhydrocodone	5.0	0.05	0.078	FB08SEP18	7:30	2	0.0	0.0	zach	Waters_SPE2	Narcotic
Normeperidine	20.0	0.5		FB08SEP18	7:30	2			zach	Waters_SPE2	Narcotic
Noroxycodone	5.0	0.05		FB08SEP18	7:30	2			zach	Waters_SPE2	Narcotic
O-Desmethyltramadol	10.0	0.5		FB08SEP18	7:30	2			zach	Waters_SPE2	Narcotic
Oxycodone	20.0	0.05		FB08SEP18	7:30	2			zach	Waters_SPE2	Narcotic
Oxymorphone	20.0	0.05		FB08SEP18	7:30	2			zach	Waters_SPE2	Narcotic
Sufentanil	10.0	0.5		FB08SEP18	7:30	2			zach	Waters_SPE2	Narcotic
Tapentadol	20.0	0.05		FB08SEP18	7:30	2			zach	Waters_SPE2	Narcotic
Tramadol	20.0	0.05	0.21	FB08SEP18	7:30	2	0.0	0.0	zach	Waters_SPE2	Narcotic
Buprenorphine	20.0	0.75		FB08SEP18	7:30	2			zach	Waters_SPE2	Opioid
Hydrocodone	2.5	0.05	0.13	FB08SEP18	7:30	2	0.0	0.0	zach	Waters_SPE2	Opioid
Hydromorphone	20.0	0.5		FB08SEP18	7:30	2			zach	Waters_SPE2	Opioid
Meperidine	20.0	0.5		FB08SEP18	7:30	2			zach	Waters_SPE2	Opioid
Methadone	20.0	2.5	1.06	FB08SEP18	7:30	2	1.0	0.0	zach	Waters_SPE2	Opioid
Naltrexone	5.0	0.05		FB08SEP18	7:30	2			zach	Waters_SPE2	Opioid
Trazodone	20.0	0.5		FB08SEP18	7:30	2			zach	Waters_SPE2	Sedative
Triazolam	20.0	0.5		FB08SEP18	7:30	2			zach	Waters_SPE2	Sedative
Zolpidem	20.0	0.5		FB08SEP18	7:30	2			zach	Waters_SPE2	Sedative
Amphetamine	5.0	0.05	1.03	FB08SEP18	7:30	2	0.0	0.0	zach	Waters_SPE2	Stimulant
Benzoylecgonine	20.0	0.05	1.97	FB08SEP18	7:30	2	0.0	0.0	zach	Waters_SPE2	Stimulant
Cocaine	20.0	0.15	0.44	FB08SEP18	7:30	2	0.0	0.0	zach	Waters_SPE2	Stimulant
MDMA	10.0	0.05		FB08SEP18	7:30	2			zach	Waters_SPE2	Stimulant
Methamphetamine	20.0	0.15		FB08SEP18	7:30	2			zach	Waters_SPE2	Stimulant
Methylphenidate	5.0	0.05		FB08SEP18	7:30	2			zach	Waters_SPE2	Stimulant
Propoxyphene	20.0	0.5		FB08SEP18	7:30	3			zach	Waters_SPE2	Analgesic
Ketamine	10.0	0.05		FB08SEP18	7:30	3			zach	Waters_SPE2	Anesthetic
PCP	20.0	0.5		FB08SEP18	7:30	3			zach	Waters_SPE2	Anesthetic
Phentermine	5.0	0.05	2.47	FB08SEP18	7:30	3	0.0	0.0	zach	Waters_SPE2	Anorectic
Meprobamate	20.0	0.5		FB08SEP18	7:30	3			zach	Waters_SPE2	Anxiolytic
7-Aminoclonazepam	5.0	0.05		FB08SEP18	7:30	3			zach	Waters_SPE2	Benzodiazepine
7-Aminoflunitrazepam	5.0	0.05		FB08SEP18	7:30	3			zach	Waters_SPE2	Benzodiazepine
α-Hydroxyalprazolam	20.0	0.05		FB08SEP18	7:30	3			zach	Waters_SPE2	Benzodiazepine
α-Hydroxytriazolam	20.0	0.05		FB08SEP18	7:30	3			zach	Waters_SPE2	Benzodiazepine
Alprazolam	20.0	0.05		FB08SEP18	7:30	3			zach	Waters_SPE2	Benzodiazepine
Desalkylflurazepam	2.5	0.05		FB08SEP18	7:30	3			zach	Waters_SPE2	Benzodiazepine
Diazepam	5.0	0.05		FB08SEP18	7:30	3			zach	Waters_SPE2	Benzodiazepine
Flurazepam	20.0	1.25		FB08SEP18	7:30	3			zach	Waters_SPE2	Benzodiazepine
Lorazepam	20.0	0.05		FB08SEP18	7:30	3			zach	Waters_SPE2	Benzodiazepine
Midazolam	20.0	0.5		FB08SEP18	7:30	3			zach	Waters_SPE2	Benzodiazepine
Nordiazepam	20.0	0.05		FB08SEP18	7:30	3			zach	Waters_SPE2	Benzodiazepine
Oxazepam	2.5	0.05		FB08SEP18	7:30	3			zach	Waters_SPE2	Benzodiazepine
Temazepam	20.0	0.05	0.017	FB08SEP18	7:30	3	1.0	0.0	zach	Waters_SPE2	Benzodiazepine
Pseudoephedrine	20.0	0.05	18.65	FB08SEP18	7:30	3	0.0	0.0	zach	Waters_SPE2	Decongestant
Flunitrazepam	5.0	0.05		FB08SEP18	7:30	3			zach	Waters_SPE2	Hynotics
Carisoprodol	10.0	0.05		FB08SEP18	7:30	3			zach	Waters_SPE2	Muscle Relaxant
Cyclobenzaprine	20.0	1.25		FB08SEP18	7:30	3			zach	Waters_SPE2	Muscle Relaxant
6-MAM	5.0	0.05		FB08SEP18	7:30	3			zach	Waters_SPE2	Narcotic
Carfentanil	10.0	0.75		FB08SEP18	7:30	3			zach	Waters_SPE2	Narcotic
Codeine	20.0	0.05	0.26	FB08SEP18	7:30	3	0.0	0.0	zach	Waters_SPE2	Narcotic
EDDP	10.0	0.75		FB08SEP18	7:30	3			zach	Waters_SPE2	Narcotic
Fentanyl	20.0	0.5		FB08SEP18	7:30	3			zach	Waters_SPE2	Narcotic
Morphine	20.0	0.05		FB08SEP18	7:30	3			zach	Waters_SPE2	Narcotic
Naloxone	5.0	0.05		FB08SEP18	7:30	3			zach	Waters_SPE2	Narcotic
Norbuprenorphine	10.0	0.05		FB08SEP18	7:30	3			zach	Waters_SPE2	Narcotic
Norcarfentanil	10.0	0.05		FB08SEP18	7:30	3			zach	Waters_SPE2	Narcotic
Norfentanyl	5.0	0.05		FB08SEP18	7:30	3			zach	Waters_SPE2	Narcotic
Norhydrocodone	5.0	0.05		FB08SEP18	7:30	3			zach	Waters_SPE2	Narcotic
Normeperidine	20.0	0.5		FB08SEP18	7:30	3			zach	Waters_SPE2	Narcotic
Noroxycodone	5.0	0.05		FB08SEP18	7:30	3			zach	Waters_SPE2	Narcotic
O-Desmethyltramadol	10.0	0.5		FB08SEP18	7:30	3			zach	Waters_SPE2	Narcotic
Oxycodone	20.0	0.05		FB08SEP18	7:30	3			zach	Waters_SPE2	Narcotic
Oxymorphone	20.0	0.05		FB08SEP18	7:30	3			zach	Waters_SPE2	Narcotic
Sufentanil	10.0	0.5		FB08SEP18	7:30	3			zach	Waters_SPE2	Narcotic
Tapentadol	20.0	0.05	0.43	FB08SEP18	7:30	3	0.0	0.0	zach	Waters_SPE2	Narcotic
Tramadol	20.0	0.05		FB08SEP18	7:30	3			zach	Waters_SPE2	Narcotic
Buprenorphine	20.0	0.75		FB08SEP18	7:30	3			zach	Waters_SPE2	Opioid
Hydrocodone	2.5	0.05	0.11	FB08SEP18	7:30	3	0.0	0.0	zach	Waters_SPE2	Opioid
Hydromorphone	20.0	0.5		FB08SEP18	7:30	3			zach	Waters_SPE2	Opioid
Meperidine	20.0	0.5		FB08SEP18	7:30	3			zach	Waters_SPE2	Opioid
Methadone	20.0	2.5		FB08SEP18	7:30	3			zach	Waters_SPE2	Opioid
Naltrexone	5.0	0.05		FB08SEP18	7:30	3			zach	Waters_SPE2	Opioid
Trazodone	20.0	0.5		FB08SEP18	7:30	3			zach	Waters_SPE2	Sedative
Triazolam	20.0	0.5		FB08SEP18	7:30	3			zach	Waters_SPE2	Sedative
Zolpidem	20.0	0.5		FB08SEP18	7:30	3			zach	Waters_SPE2	Sedative
Amphetamine	5.0	0.05	5.16	FB08SEP18	7:30	3	0.0	1.0	zach	Waters_SPE2	Stimulant
Benzoylecgonine	20.0	0.05	0.98	FB08SEP18	7:30	3	0.0	0.0	zach	Waters_SPE2	Stimulant
Cocaine	20.0	0.15	1.15	FB08SEP18	7:30	3	0.0	0.0	zach	Waters_SPE2	Stimulant
MDMA	10.0	0.05		FB08SEP18	7:30	3			zach	Waters_SPE2	Stimulant
Methamphetamine	20.0	0.15		FB08SEP18	7:30	3			zach	Waters_SPE2	Stimulant
Methylphenidate	5.0	0.05		FB08SEP18	7:30	3			zach	Waters_SPE2	Stimulant
Propoxyphene	20.0	0.5		FB08SEP18	8:00	1			zach	Waters_SPE2	Analgesic
Ketamine	10.0	0.05		FB08SEP18	8:00	1			zach	Waters_SPE2	Anesthetic
PCP	20.0	0.5		FB08SEP18	8:00	1			zach	Waters_SPE2	Anesthetic
Phentermine	5.0	0.05	0.9	FB08SEP18	8:00	1	0.0	0.0	zach	Waters_SPE2	Anorectic
Meprobamate	20.0	0.5		FB08SEP18	8:00	1			zach	Waters_SPE2	Anxiolytic
7-Aminoclonazepam	5.0	0.05		FB08SEP18	8:00	1			zach	Waters_SPE2	Benzodiazepine
7-Aminoflunitrazepam	5.0	0.05		FB08SEP18	8:00	1			zach	Waters_SPE2	Benzodiazepine
α-Hydroxyalprazolam	20.0	0.05		FB08SEP18	8:00	1			zach	Waters_SPE2	Benzodiazepine
α-Hydroxytriazolam	20.0	0.05		FB08SEP18	8:00	1			zach	Waters_SPE2	Benzodiazepine
Alprazolam	20.0	0.05		FB08SEP18	8:00	1			zach	Waters_SPE2	Benzodiazepine
Desalkylflurazepam	2.5	0.05		FB08SEP18	8:00	1			zach	Waters_SPE2	Benzodiazepine
Diazepam	5.0	0.05		FB08SEP18	8:00	1			zach	Waters_SPE2	Benzodiazepine
Flurazepam	20.0	1.25		FB08SEP18	8:00	1			zach	Waters_SPE2	Benzodiazepine
Lorazepam	20.0	0.05		FB08SEP18	8:00	1			zach	Waters_SPE2	Benzodiazepine
Midazolam	20.0	0.5		FB08SEP18	8:00	1			zach	Waters_SPE2	Benzodiazepine
Nordiazepam	20.0	0.05		FB08SEP18	8:00	1			zach	Waters_SPE2	Benzodiazepine
Oxazepam	2.5	0.05		FB08SEP18	8:00	1			zach	Waters_SPE2	Benzodiazepine
Temazepam	20.0	0.05		FB08SEP18	8:00	1			zach	Waters_SPE2	Benzodiazepine
Pseudoephedrine	20.0	0.05	7.99	FB08SEP18	8:00	1	0.0	1.0	zach	Waters_SPE2	Decongestant
Flunitrazepam	5.0	0.05		FB08SEP18	8:00	1			zach	Waters_SPE2	Hynotics
Carisoprodol	10.0	0.05		FB08SEP18	8:00	1			zach	Waters_SPE2	Muscle Relaxant
Cyclobenzaprine	20.0	1.25		FB08SEP18	8:00	1			zach	Waters_SPE2	Muscle Relaxant
6-MAM	5.0	0.05		FB08SEP18	8:00	1			zach	Waters_SPE2	Narcotic
Carfentanil	10.0	0.75		FB08SEP18	8:00	1			zach	Waters_SPE2	Narcotic
Codeine	20.0	0.05		FB08SEP18	8:00	1			zach	Waters_SPE2	Narcotic
EDDP	10.0	0.75		FB08SEP18	8:00	1			zach	Waters_SPE2	Narcotic
Fentanyl	20.0	0.5		FB08SEP18	8:00	1			zach	Waters_SPE2	Narcotic
Morphine	20.0	0.05		FB08SEP18	8:00	1			zach	Waters_SPE2	Narcotic
Naloxone	5.0	0.05		FB08SEP18	8:00	1			zach	Waters_SPE2	Narcotic
Norbuprenorphine	10.0	0.05		FB08SEP18	8:00	1			zach	Waters_SPE2	Narcotic
Norcarfentanil	10.0	0.05		FB08SEP18	8:00	1			zach	Waters_SPE2	Narcotic
Norfentanyl	5.0	0.05		FB08SEP18	8:00	1			zach	Waters_SPE2	Narcotic
Norhydrocodone	5.0	0.05		FB08SEP18	8:00	1			zach	Waters_SPE2	Narcotic
Normeperidine	20.0	0.5		FB08SEP18	8:00	1			zach	Waters_SPE2	Narcotic
Noroxycodone	5.0	0.05		FB08SEP18	8:00	1			zach	Waters_SPE2	Narcotic
O-Desmethyltramadol	10.0	0.5		FB08SEP18	8:00	1			zach	Waters_SPE2	Narcotic
Oxycodone	20.0	0.05		FB08SEP18	8:00	1			zach	Waters_SPE2	Narcotic
Oxymorphone	20.0	0.05		FB08SEP18	8:00	1			zach	Waters_SPE2	Narcotic
Sufentanil	10.0	0.5		FB08SEP18	8:00	1			zach	Waters_SPE2	Narcotic
Tapentadol	20.0	0.05		FB08SEP18	8:00	1			zach	Waters_SPE2	Narcotic
Tramadol	20.0	0.05	2.49	FB08SEP18	8:00	1	0.0	0.0	zach	Waters_SPE2	Narcotic
Buprenorphine	20.0	0.75		FB08SEP18	8:00	1			zach	Waters_SPE2	Opioid
Hydrocodone	2.5	0.05		FB08SEP18	8:00	1			zach	Waters_SPE2	Opioid
Hydromorphone	20.0	0.5		FB08SEP18	8:00	1			zach	Waters_SPE2	Opioid
Meperidine	20.0	0.5		FB08SEP18	8:00	1			zach	Waters_SPE2	Opioid
Methadone	20.0	2.5		FB08SEP18	8:00	1			zach	Waters_SPE2	Opioid
Naltrexone	5.0	0.05		FB08SEP18	8:00	1			zach	Waters_SPE2	Opioid
Trazodone	20.0	0.5	0.24	FB08SEP18	8:00	1	1.0	0.0	zach	Waters_SPE2	Sedative
Triazolam	20.0	0.5		FB08SEP18	8:00	1			zach	Waters_SPE2	Sedative
Zolpidem	20.0	0.5		FB08SEP18	8:00	1			zach	Waters_SPE2	Sedative
Amphetamine	5.0	0.05	0.047	FB08SEP18	8:00	1	1.0	0.0	zach	Waters_SPE2	Stimulant
Benzoylecgonine	20.0	0.05	3.9	FB08SEP18	8:00	1	0.0	1.0	zach	Waters_SPE2	Stimulant
Cocaine	20.0	0.15	5.03	FB08SEP18	8:00	1	0.0	1.0	zach	Waters_SPE2	Stimulant
MDMA	10.0	0.05		FB08SEP18	8:00	1			zach	Waters_SPE2	Stimulant
Methamphetamine	20.0	0.15		FB08SEP18	8:00	1			zach	Waters_SPE2	Stimulant
Methylphenidate	5.0	0.05	0.11	FB08SEP18	8:00	1	0.0	0.0	zach	Waters_SPE2	Stimulant
Propoxyphene	20.0	0.5		FB08SEP18	8:00	2			zach	Waters_SPE2	Analgesic
Ketamine	10.0	0.05		FB08SEP18	8:00	2			zach	Waters_SPE2	Anesthetic
PCP	20.0	0.5		FB08SEP18	8:00	2			zach	Waters_SPE2	Anesthetic
Phentermine	5.0	0.05	0.024	FB08SEP18	8:00	2	1.0	0.0	zach	Waters_SPE2	Anorectic
Meprobamate	20.0	0.5		FB08SEP18	8:00	2			zach	Waters_SPE2	Anxiolytic
7-Aminoclonazepam	5.0	0.05		FB08SEP18	8:00	2			zach	Waters_SPE2	Benzodiazepine
7-Aminoflunitrazepam	5.0	0.05		FB08SEP18	8:00	2			zach	Waters_SPE2	Benzodiazepine
α-Hydroxyalprazolam	20.0	0.05		FB08SEP18	8:00	2			zach	Waters_SPE2	Benzodiazepine
α-Hydroxytriazolam	20.0	0.05		FB08SEP18	8:00	2			zach	Waters_SPE2	Benzodiazepine
Alprazolam	20.0	0.05		FB08SEP18	8:00	2			zach	Waters_SPE2	Benzodiazepine
Desalkylflurazepam	2.5	0.05		FB08SEP18	8:00	2			zach	Waters_SPE2	Benzodiazepine
Diazepam	5.0	0.05		FB08SEP18	8:00	2			zach	Waters_SPE2	Benzodiazepine
Flurazepam	20.0	1.25		FB08SEP18	8:00	2			zach	Waters_SPE2	Benzodiazepine
Lorazepam	20.0	0.05		FB08SEP18	8:00	2			zach	Waters_SPE2	Benzodiazepine
Midazolam	20.0	0.5		FB08SEP18	8:00	2			zach	Waters_SPE2	Benzodiazepine
Nordiazepam	20.0	0.05		FB08SEP18	8:00	2			zach	Waters_SPE2	Benzodiazepine
Oxazepam	2.5	0.05		FB08SEP18	8:00	2			zach	Waters_SPE2	Benzodiazepine
Temazepam	20.0	0.05		FB08SEP18	8:00	2			zach	Waters_SPE2	Benzodiazepine
Pseudoephedrine	20.0	0.05	9.13	FB08SEP18	8:00	2	0.0	1.0	zach	Waters_SPE2	Decongestant
Flunitrazepam	5.0	0.05		FB08SEP18	8:00	2			zach	Waters_SPE2	Hynotics
Carisoprodol	10.0	0.05		FB08SEP18	8:00	2			zach	Waters_SPE2	Muscle Relaxant
Cyclobenzaprine	20.0	1.25		FB08SEP18	8:00	2			zach	Waters_SPE2	Muscle Relaxant
6-MAM	5.0	0.05		FB08SEP18	8:00	2			zach	Waters_SPE2	Narcotic
Carfentanil	10.0	0.75		FB08SEP18	8:00	2			zach	Waters_SPE2	Narcotic
Codeine	20.0	0.05		FB08SEP18	8:00	2			zach	Waters_SPE2	Narcotic
EDDP	10.0	0.75		FB08SEP18	8:00	2			zach	Waters_SPE2	Narcotic
Fentanyl	20.0	0.5		FB08SEP18	8:00	2			zach	Waters_SPE2	Narcotic
Morphine	20.0	0.05		FB08SEP18	8:00	2			zach	Waters_SPE2	Narcotic
Naloxone	5.0	0.05		FB08SEP18	8:00	2			zach	Waters_SPE2	Narcotic
Norbuprenorphine	10.0	0.05		FB08SEP18	8:00	2			zach	Waters_SPE2	Narcotic
Norcarfentanil	10.0	0.05		FB08SEP18	8:00	2			zach	Waters_SPE2	Narcotic
Norfentanyl	5.0	0.05		FB08SEP18	8:00	2			zach	Waters_SPE2	Narcotic
Norhydrocodone	5.0	0.05	0.057999999999999996	FB08SEP18	8:00	2	0.0	0.0	zach	Waters_SPE2	Narcotic
Normeperidine	20.0	0.5		FB08SEP18	8:00	2			zach	Waters_SPE2	Narcotic
Noroxycodone	5.0	0.05		FB08SEP18	8:00	2			zach	Waters_SPE2	Narcotic
O-Desmethyltramadol	10.0	0.5		FB08SEP18	8:00	2			zach	Waters_SPE2	Narcotic
Oxycodone	20.0	0.05		FB08SEP18	8:00	2			zach	Waters_SPE2	Narcotic
Oxymorphone	20.0	0.05		FB08SEP18	8:00	2			zach	Waters_SPE2	Narcotic
